[ 00:02:19.0060 ] Info:  	Rinegine program start


[ 00:02:19.0060 ] Info:  	Rinegine init

[ 00:02:19.0060 ] Info:  	Program start

[ 00:02:19.0060 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 00:02:19.0065 ] Info:  	rgset is get, checking for suitable

[ 00:02:19.0068 ] Info:  	It is suitable, compile...

[ 00:02:19.0070 ] Info:  	Compile start

[ 00:02:19.0072 ] Info:  	Path to project: ''


[ 00:02:19.0089 ] Info:  	Compile 64bit


[ 00:02:24.0229 ] Critical Error:  	Error: 1

