[ 21:58:37.0055 ] Info:  	Rinegine program start


[ 21:58:37.0055 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 21:58:37.0055 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 21:58:37.0055 ] Info:  	Rinegine init

[ 21:58:37.0055 ] Info:  	Rinegine initialized

[ 21:58:37.0055 ] Info:  	Program start

[ 21:58:37.0055 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 21:58:37.0061 ] Info:  	rgset is get, checking for suitable

[ 21:58:37.0064 ] Info:  	It is suitable, compile...

[ 21:58:37.0067 ] Info:  	Compile start

[ 21:58:37.0070 ] Info:  	Path to project: ''


[ 21:58:37.0072 ] Debug:  	File config:
source=test.cpp
consol
debug
bit=64
run = 64
name=test
utfÿ

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:58:37.0078 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

