[ 09:45:33.0825 ] Info:  	Rinegine program start


[ 09:45:33.0825 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 09:45:33.0825 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 09:45:33.0825 ] Info:  	Rinegine init

[ 09:45:33.0825 ] Info:  	Rinegine initialized

[ 09:45:33.0825 ] Info:  	Program start

[ 09:45:33.0825 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 09:45:33.0835 ] Info:  	rgset is get, checking for suitable

[ 09:45:33.0838 ] Info:  	It is suitable, compile...

[ 09:45:33.0841 ] Info:  	Compile start

[ 09:45:33.0843 ] Info:  	Path to project: ''


[ 09:45:33.0845 ] Debug:  	File config:
source=test.cpp
consol
debug
bit=64
run = 64
name=test
utfÿ

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 09:45:33.0851 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

