[ 21:07:41.0191 ] Info:  	Rinegine program start


[ 21:07:41.0191 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 21:07:41.0191 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 21:07:41.0191 ] Info:  	Rinegine init

[ 21:07:41.0191 ] Info:  	Rinegine initialized

[ 21:07:41.0191 ] Info:  	Program start

[ 21:07:41.0191 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 21:07:41.0217 ] Info:  	rgset is get, checking for suitable

[ 21:07:41.0228 ] Info:  	It is suitable, compile...

[ 21:07:41.0239 ] Info:  	Compile start

[ 21:07:41.0246 ] Info:  	Path to project: ''


[ 21:07:41.0255 ] Debug:  	File config:
source = source.cpp
bit = 64
name = test
run = 64
consol
utf
debugÿ

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 21:07:41.0274 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

