[ 23:25:52.0367 ] Info:  	Rinegine program start


[ 23:25:52.0367 ] Info:  	Rinegine init

[ 23:25:52.0367 ] Info:  	Program start

[ 23:25:52.0367 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 23:25:52.0377 ] Info:  	rgset is get, checking for suitable

[ 23:25:52.0381 ] Info:  	It is suitable, compile...

[ 23:25:52.0385 ] Info:  	Compile start

[ 23:25:52.0388 ] Info:  	Path to project: ''


[ 23:25:52.0423 ] Info:  	Compile 64bit


[ 23:25:55.0689 ] Critical Error:  	Error: 1

