[ 18:44:12.0166 ] Info:  	Rinegine program start


[ 18:44:12.0167 ] Debug:  	Memory allocate: '38' bytes or '0.000036 MB'


[ 18:44:12.0167 ] Info:  	Rinegine init


[ 18:44:12.0167 ] Debug:  	Memory allocate: '38' bytes or '0.000036 MB'


[ 18:44:12.0167 ] Info:  	Rinegine initialized

[ 18:44:12.0167 ] Info:  	Program start

[ 18:44:12.0167 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 18:44:12.0189 ] Info:  	rgset is get, checking for suitable

[ 18:44:12.0198 ] Info:  	It is suitable, compile...

[ 18:44:12.0209 ] Info:  	Compile start

[ 18:44:12.0215 ] Info:  	Path to project: ''


[ 18:44:12.0223 ] Debug:  	File config:
source = source.cpp
bit = 64
name = test
consol
run = 64ÿ

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

[ 18:44:12.0240 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 18:44:12.0240 ] Debug:  	Memory allocate: '286' bytes or '0.000273 MB'

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '286' bytes

[ 18:44:12.0240 ] Debug:  	Memory has been cleared: '686' bytes

