[ 17:52:16.0662 ] Info:  	Rinegine program start


[ 17:52:16.0662 ] Info:  	Rinegine init

[ 17:52:16.0662 ] Info:  	Program start

[ 17:52:16.0662 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 17:52:16.0674 ] Info:  	rgset is get, checking for suitable

[ 17:52:16.0677 ] Info:  	It is suitable, compile...

[ 17:52:16.0680 ] Info:  	Compile start

[ 17:52:16.0683 ] Info:  	Path to project: ''


[ 17:52:16.0714 ] Info:  	Compile 64bit


[ 17:52:25.0393 ] Critical Error:  	Error: 1

