[ 23:10:14.0046 ] Info:  	Rinegine program start


[ 23:10:14.0046 ] Info:  	Rinegine init

[ 23:10:14.0046 ] Info:  	Program start

[ 23:10:14.0046 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 23:10:14.0051 ] Info:  	rgset is get, checking for suitable

[ 23:10:14.0053 ] Info:  	It is suitable, compile...

[ 23:10:14.0055 ] Info:  	Compile start

[ 23:10:14.0056 ] Info:  	Path to project: ''


[ 23:10:14.0073 ] Info:  	Compile 64bit


[ 23:10:16.0415 ] Critical Error:  	Error: 1

