[ 13:39:51.0717 ] Info:  	Rinegine program start


[ 13:39:51.0717 ] Info:  	Rinegine init

[ 13:39:51.0717 ] Info:  	Program start

[ 13:39:51.0717 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 13:39:51.0723 ] Info:  	rgset is get, checking for suitable

[ 13:39:51.0725 ] Info:  	It is suitable, compile...

[ 13:39:51.0726 ] Info:  	Compile start

[ 13:39:51.0729 ] Info:  	Path to project: ''


[ 13:39:51.0747 ] Info:  	Compile 64bit


[ 13:39:54.0528 ] Critical Error:  	Error: 1

