[ 23:40:19.0331 ] Info:  	Rinegine program start


[ 23:40:19.0331 ] Info:  	Rinegine init

[ 23:40:19.0331 ] Info:  	Program start

[ 23:40:19.0331 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 23:40:19.0340 ] Info:  	rgset is get, checking for suitable

[ 23:40:19.0344 ] Info:  	It is suitable, compile...

[ 23:40:19.0349 ] Info:  	Compile start

[ 23:40:19.0352 ] Info:  	Path to project: ''


[ 23:40:19.0379 ] Info:  	Compile 64bit


[ 23:40:22.0840 ] Critical Error:  	Error: 1

