[ 16:21:38.0974 ] Info:  	Rinegine program start


[ 16:21:38.0974 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 16:21:38.0974 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 16:21:38.0974 ] Info:  	Rinegine init

[ 16:21:38.0974 ] Info:  	Rinegine initialized

[ 16:21:38.0974 ] Info:  	Program start

[ 16:21:38.0974 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 16:21:38.0996 ] Info:  	rgset is get, checking for suitable

[ 16:21:39.0006 ] Info:  	It is suitable, compile...

[ 16:21:39.0017 ] Info:  	Compile start

[ 16:21:39.0024 ] Info:  	Path to project: ''


[ 16:21:39.0033 ] Debug:  	File config:
source=test.cpp
consol
debug
bit=64
run = 64
name=test
utfÿ

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:21:39.0051 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

