[ 17:23:22.0311 ] Info:  	Rinegine program start


[ 17:23:22.0311 ] Debug:  	Memory allocate: '38' bytes or '0.000036 MB'


[ 17:23:22.0311 ] Info:  	Rinegine init


[ 17:23:22.0311 ] Debug:  	Memory allocate: '38' bytes or '0.000036 MB'


[ 17:23:22.0311 ] Info:  	Rinegine initialized

[ 17:23:22.0311 ] Info:  	Program start

[ 17:23:22.0311 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 17:23:22.0335 ] Info:  	rgset is get, checking for suitable

[ 17:23:22.0347 ] Info:  	It is suitable, compile...

[ 17:23:22.0361 ] Info:  	Compile start

[ 17:23:22.0368 ] Info:  	Path to project: ''


[ 17:23:22.0378 ] Debug:  	File config:
name = work
source = main.cpp
bit = 64
run = 64
consol
debug
utfÿ

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

[ 17:23:22.0398 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 17:23:22.0398 ] Debug:  	Memory allocate: '326' bytes or '0.000311 MB'

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '326' bytes

[ 17:23:22.0398 ] Debug:  	Memory has been cleared: '686' bytes

