[ 10:30:14.0392 ] Info:  	Rinegine program start


[ 10:30:14.0392 ] Debug:  	Memory allocate: '54' bytes or '0.000051 MB'

[ 10:30:14.0392 ] Debug:  	Memory allocate: '54' bytes or '0.000051 MB'


[ 10:30:14.0392 ] Info:  	Rinegine init

[ 10:30:14.0392 ] Info:  	Rinegine initialized

[ 10:30:14.0392 ] Info:  	Program start

[ 10:30:14.0392 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd32.exe

[ 10:30:14.0396 ] Info:  	rgset is get, checking for suitable

[ 10:30:14.0398 ] Info:  	It is suitable, compile...

[ 10:30:14.0399 ] Info:  	Compile start

[ 10:30:14.0401 ] Info:  	Path to project: ''


[ 10:30:14.0402 ] Debug:  	File config:
name = work
source = main.cpp
bit = 64
run = 64
consol
debug
utfÿ

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '482' bytes or '0.000460 MB'

[ 10:30:14.0406 ] Debug:  	Memory allocate: '258' bytes or '0.000246 MB'

