[ 13:36:59.0089 ] Info:  	Rinegine program start


[ 13:36:59.0089 ] Info:  	Rinegine init

[ 13:36:59.0089 ] Info:  	Program start

[ 13:36:59.0089 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 13:36:59.0094 ] Info:  	rgset is get, checking for suitable

[ 13:36:59.0097 ] Info:  	It is suitable, compile...

[ 13:36:59.0099 ] Info:  	Compile start

[ 13:36:59.0100 ] Info:  	Path to project: ''


[ 13:36:59.0118 ] Info:  	Compile 64bit


[ 13:37:02.0364 ] Critical Error:  	Error: 1

