[ 16:14:20.0815 ] Info:  	Rinegine program start


[ 16:14:20.0815 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 16:14:20.0815 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 16:14:20.0815 ] Info:  	Rinegine init

[ 16:14:20.0815 ] Info:  	Rinegine initialized

[ 16:14:20.0815 ] Info:  	Program start

[ 16:14:20.0815 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 16:14:20.0858 ] Info:  	rgset is get, checking for suitable

[ 16:14:20.0875 ] Info:  	It is suitable, compile...

[ 16:14:20.0893 ] Info:  	Compile start

[ 16:14:20.0903 ] Info:  	Path to project: ''


[ 16:14:20.0924 ] Debug:  	File config:
source=test.cpp
consol
debug
bit=64
run = 64
name=test
utfÿ

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:14:20.0960 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

