[ 16:51:02.0894 ] Info:  	Rinegine program start


[ 16:51:02.0894 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 16:51:02.0894 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 16:51:02.0894 ] Info:  	Rinegine init

[ 16:51:02.0894 ] Info:  	Rinegine initialized

[ 16:51:02.0894 ] Info:  	Program start

[ 16:51:02.0894 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 16:51:02.0906 ] Info:  	rgset is get, checking for suitable

[ 16:51:02.0909 ] Info:  	It is suitable, compile...

[ 16:51:02.0914 ] Info:  	Compile start

[ 16:51:02.0917 ] Info:  	Path to project: ''


[ 16:51:02.0920 ] Debug:  	File config:
source=test.cpp
consol
debug
bit=64
run = 64
name=test
utfÿ

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '686' bytes or '0.000654 MB'

[ 16:51:02.0935 ] Debug:  	Memory allocate: '366' bytes or '0.000349 MB'

